Search Title,Job Title,Company,Location,Salary Min,Salary Max,Category,Created,URL
Global Operations Assistant,Senior Specialty Trainer - CMD/IEDD,Rmgs Inc,US,99316.15,99316.15,Healthcare & Nursing Jobs,2025-06-25T06:16:47Z,https://www.adzuna.com/details/5267107971?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Technical Advisor,Mcr Oil Tools,"Arlington, Tarrant County",95000.0,,Admin Jobs,2025-09-01T20:26:35Z,https://www.adzuna.com/details/5378905488?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Technical Trainers,Rmgs Inc,US,82531.1,82531.1,IT Jobs,2025-06-26T05:18:49Z,https://www.adzuna.com/details/5269119075?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,VP of sales,MBR Partners,"California, US",226427.3,226427.3,Sales Jobs,2025-07-31T18:29:42Z,https://www.adzuna.com/details/5330798089?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Operations College Co-op,MSP Industries Corporation,"Oxford, Oakland County",24733.44,24733.44,Engineering Jobs,2025-07-20T19:31:31Z,https://www.adzuna.com/details/5314034902?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Executive Assistant - GTO,Procter & Gamble,"Saint Bernard, Hamilton County",75346.06,75346.06,HR & Recruitment Jobs,2025-09-18T18:43:27Z,https://www.adzuna.com/land/ad/5405693676?se=oqvO7K6W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=A6101AC16FE4FBCDA0D563151D210E9CFF8CAAE5
Global Operations Assistant,Aerospace Response Center Watch Officer,GE Aerospace,"Evendale, Juniata County",73994.02,73994.02,IT Jobs,2025-09-17T21:53:53Z,https://www.adzuna.com/details/5404332325?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Senior Financial Analyst,Chubb,"Philadelphia, Philadelphia County",108365.55,108365.55,Accounting & Finance Jobs,2025-05-03T19:52:26Z,https://www.adzuna.com/details/5179501681?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Senior Technical Trainer - Engagement/CIMIC,Rmgs Inc,US,92091.52,92091.52,Legal Jobs,2025-06-27T05:34:12Z,https://www.adzuna.com/details/5271147744?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,In-Country Team Lead,Rmgs Inc,US,90074.8,90074.8,Engineering Jobs,2025-06-26T09:19:08Z,https://www.adzuna.com/details/5269488455?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,SITE IT OPERATIONS ENGINEER,OPmobility,"Greer, Greenville County",93503.58,93503.58,IT Jobs,2025-09-18T08:29:09Z,https://www.adzuna.com/details/5404779221?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,GNOSC Server/Applications/Watch Officer - (GSAWO080625.1),Cimarron,"Colorado Springs, El Paso County",68339.17,68339.17,IT Jobs,2025-09-18T18:20:54Z,https://www.adzuna.com/land/ad/5405283019?se=oqvO7K6W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=635C1BCA7C8128964BA9F9C0486FBD0340E454EA
Global Operations Assistant,Reporting and Scheduling Coordinator,Zurich NA,"Stevens Point, Portage County",54492.84,54492.84,Admin Jobs,2025-09-10T18:26:37Z,https://www.adzuna.com/land/ad/5393388102?se=oqvO7K6W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=66D59E71C4F2D2A2122D2591ABF278F6F08C7BCC
Global Operations Assistant,Warehouse Operations Manager,MRC Global US,"Grand Prairie, Dallas",53460.93,53460.93,Logistics & Warehouse Jobs,2025-09-17T18:25:25Z,https://www.adzuna.com/details/5403647325?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Print Production Coordinator,The Walt Disney Company,"Burbank, Los Angeles County",53300.0,71300.0,"PR, Advertising & Marketing Jobs",2025-08-30T17:20:52Z,https://www.adzuna.com/details/5375639807?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Exercise Planner,Significance Inc,"Washington, D.C., US",107398.45,107398.45,IT Jobs,2025-09-12T03:50:40Z,https://www.adzuna.com/details/5395699684?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Exercise Planner,Significance,"Washington, Washington, D.C.",116354.77,116354.77,IT Jobs,2025-03-18T23:27:02Z,https://www.adzuna.com/details/5100266659?utm_medium=api&utm_source=866ee2f8
