Search Title,Job Title,Company,Location,Salary Min,Salary Max,Category,Created,URL
Import/Export Specialist,General Interest: Agriculture Industry Roles,"Workforce Solutions, LLC",US,59177.71,59177.71,Logistics & Warehouse Jobs,2024-11-21T11:16:33Z,https://www.adzuna.com/details/4946777165?utm_medium=api&utm_source=866ee2f8
Import/Export Specialist,Americas Logistic Lead,HMH,"Houston, Harris County",97344.69,97344.69,Engineering Jobs,2025-08-07T16:53:46Z,https://www.adzuna.com/land/ad/5342508630?se=CpBN6q6W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=B8D32E6BAD0B43E44B6AC84C514CF1FC471F48CF
Import/Export Specialist,Senior Specialist Customs & Trade Compliance,Abbott,"Alameda Pt, Alameda County",96555.09,96555.09,Logistics & Warehouse Jobs,2025-08-31T08:07:13Z,https://www.adzuna.com/land/ad/5376237300?se=CpBN6q6W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=98B75077015487835024882D83543EE5F07DC3D8
Import/Export Specialist,Foreign Trade Zone Specialist,Electrolux Professional,"Louisville, Jefferson County",76664.08,76664.08,Logistics & Warehouse Jobs,2025-09-10T21:31:04Z,https://www.adzuna.com/land/ad/5393596472?se=CpBN6q6W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=A881F5A1827C2BA24CCD7444C255B1939544646A
Import/Export Specialist,Senior Specialist Customs & Trade Compliance,Abbott,"Alameda, Alameda County",98000.0,196000.0,Logistics & Warehouse Jobs,2025-09-01T19:13:37Z,https://www.adzuna.com/details/5378848295?utm_medium=api&utm_source=866ee2f8
Import/Export Specialist,Trade Compliance Specialist,E-Space,"Arlington, Tarrant County",107029.54,107029.54,"Energy, Oil & Gas Jobs",2024-11-29T10:19:53Z,https://www.adzuna.com/details/4955699109?utm_medium=api&utm_source=866ee2f8
International Marketing Assistant,Assistant Professor - Marketing (International Business),CUNY,"Grand Central, Manhattan",94857.65,94857.65,Teaching Jobs,2025-08-06T16:47:13Z,https://www.adzuna.com/land/ad/5340568534?se=qmXm6q6W8BGXWZGfMCVfNA&utm_medium=api&utm_source=866ee2f8&v=65A4F577150D8529B8CBC226738FA008EFF0E1B3
International Marketing Assistant,International Business Development & Marketing Intern – Summer 2026,Henkel group,US,67908.82,67908.82,"PR, Advertising & Marketing Jobs",2025-09-08T17:41:02Z,https://www.adzuna.com/details/5389973082?utm_medium=api&utm_source=866ee2f8
International Marketing Assistant,Recruiting Agent (Chinese Market),Putnam Science Academy,"Putnam, Windham County",42999.98,42999.98,"PR, Advertising & Marketing Jobs",2025-07-31T15:47:22Z,https://www.adzuna.com/details/5330175162?utm_medium=api&utm_source=866ee2f8
International Marketing Assistant,Recruiting Agent (Korean Market),Putnam Science Academy,"Putnam, Windham County",47783.79,47783.79,"PR, Advertising & Marketing Jobs",2025-07-31T18:03:46Z,https://www.adzuna.com/details/5330766777?utm_medium=api&utm_source=866ee2f8
International Marketing Assistant,Employer Relations Graduate Assistant - The Career Center - FY25-26,"Seton Hall University, New Jersey","South Orange, Essex County",51935.48,51935.48,Graduate Jobs,2025-08-17T16:44:31Z,https://www.adzuna.com/details/5356729716?utm_medium=api&utm_source=866ee2f8
International Marketing Assistant,Marketing Assistant,Hill international,"Middle West, Philadelphia County",62573.25,62573.25,"PR, Advertising & Marketing Jobs",2025-08-28T15:46:52Z,https://www.adzuna.com/details/5372097790?utm_medium=api&utm_source=866ee2f8
International Marketing Assistant,Channel Marketing Specialist,Victory Capital,"Grey Forest, Bexar County",109638.75,109638.75,"PR, Advertising & Marketing Jobs",2025-08-23T20:00:01Z,https://www.adzuna.com/details/5366216348?utm_medium=api&utm_source=866ee2f8
International Marketing Assistant,Assistant Director Intl Recruit and Marketing-OOGAO,University Of Central Oklahoma,"Edmond, Oklahoma County",46350.0,,"PR, Advertising & Marketing Jobs",2025-08-27T20:51:03Z,https://www.adzuna.com/details/5371168958?utm_medium=api&utm_source=866ee2f8
Foreign Exchange Analyst,Capital Market/Foreign Exchange Markets System Analyst,Eliassen Group,"Saint Bernard, Hamilton County",134377.69,134377.69,IT Jobs,2025-09-17T18:41:10Z,https://www.adzuna.com/land/ad/5403745431?se=ShYi666W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=3DFD3A22C3B6DA4A5B0BE295153609E9ACC8758D
Foreign Exchange Analyst,Foreign Exchange (FX) Senior Trading Risk & Control Analyst,Brown Brothers Harriman & Co.,"New York City, New York",75000.0,90000.0,Accounting & Finance Jobs,2025-07-14T18:32:52Z,https://www.adzuna.com/details/5302772276?utm_medium=api&utm_source=866ee2f8
Foreign Exchange Analyst,Capital Markets Associate-Sales (F) SWAP,PNC,"SoMa, San Francisco",117745.3,117745.3,Accounting & Finance Jobs,2025-07-26T07:39:29Z,https://www.adzuna.com/land/ad/5323172612?se=ShYi666W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=886EC306FF03D46FE06A528866079CA34F6F4546
Foreign Exchange Analyst,Business Analyst,VSG Business Solutions LLC,"Ludlow, Kenton County",166400.0,187200.0,IT Jobs,2025-09-20T15:01:10Z,https://www.adzuna.com/details/5408630524?utm_medium=api&utm_source=866ee2f8
Foreign Exchange Analyst,Capital Markets Associate-Sales (F) SWAP,PNC Bank NA,"San Francisco, California",58500.0,100000.0,Accounting & Finance Jobs,2025-07-25T18:06:53Z,https://www.adzuna.com/details/5322456009?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Bilingual Sales and Supply Chain Coordinator,Tri-Starr Talent,"Fort Sam Houston, Bexar County",43344.79,43344.79,Logistics & Warehouse Jobs,2025-09-13T17:10:37Z,https://www.adzuna.com/land/ad/5397918452?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=1D7B03D007DE91DD2A09ED70E1320D6A4CBBB1E0
Supply Chain Coordinator,Supply Chain Coordinator,AdventHealth,"Glendale, Denver",59642.76,59642.76,Logistics & Warehouse Jobs,2025-08-29T17:33:13Z,https://www.adzuna.com/land/ad/5374366532?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=905D46937E4F61A4FB9C62D499E8802A2A57BDA8
Supply Chain Coordinator,Supply Chain Coordinator,Aston Carter,"Waukesha, Waukesha County",64800.41,64800.41,Accounting & Finance Jobs,2025-09-16T18:49:41Z,https://www.adzuna.com/land/ad/5402244086?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=D817FB5C7743A9F9E32E85E365C844EB4D5D5680
Supply Chain Coordinator,Supply Chain Coordinator,TATCHA,"SoMa, San Francisco",70379.91,70379.91,Admin Jobs,2025-07-26T07:41:49Z,https://www.adzuna.com/land/ad/5323174876?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=CE50F75D233944345743CC892C61E740363D1A3A
Supply Chain Coordinator,Supply Chain Coordinator,Emory Healthcare/Emory University,"Atlanta, Fulton County",62314.14,62314.14,Logistics & Warehouse Jobs,2025-09-19T18:59:08Z,https://www.adzuna.com/land/ad/5407783545?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=B31A2649BE87200830F0F627B57252B9E8CD0310
Supply Chain Coordinator,Bilingual Sales and Supply Chain Coordinator,Tri-Starr Talent,"San Antonio, Bexar County",43524.94,43524.94,Logistics & Warehouse Jobs,2025-09-13T01:37:33Z,https://www.adzuna.com/land/ad/5397319992?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=201B7900C588967CCBAE35843DABA21B3E649726
Supply Chain Coordinator,Supply Chain Coordinator Logistics,OhioHealth,"Van Wert, Van Wert County",47393.08,47393.08,Healthcare & Nursing Jobs,2025-09-18T18:37:07Z,https://www.adzuna.com/land/ad/5405495649?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=E56369EF6402DA964D7C00BDB2C3A68AA2C765A7
Supply Chain Coordinator,Supply Chain Coordinator - Lourdes Hospital,Bon Secours Mercy Health,"Avondale, McCracken County",43288.73,43288.73,Logistics & Warehouse Jobs,2025-09-16T18:37:06Z,https://www.adzuna.com/land/ad/5402211491?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=FF4B7918A25A5A20A56FFA1434678E5893E32B43
Supply Chain Coordinator,Supply Chain Coordinator,Foxconn Industrial Internet,"Mount Pleasant, Racine County",69782.41,69782.41,IT Jobs,2025-08-22T20:02:16Z,https://www.adzuna.com/details/5364745182?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,MRA Recruiting Services,"Menomonee Falls, Waukesha County",48479.33,48479.33,Manufacturing Jobs,2025-09-20T03:30:03Z,https://www.adzuna.com/details/5408316472?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Mixam,"Chicago, Cook County",55319.42,55319.42,Logistics & Warehouse Jobs,2025-09-19T14:31:28Z,https://www.adzuna.com/details/5407148797?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Top Candidate Search Group,"Natick, Middlesex County",56927.16,56927.16,Logistics & Warehouse Jobs,2025-09-06T18:59:21Z,https://www.adzuna.com/land/ad/5387681249?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=4B4652C11F2792AE5FC227BCD5C6310F9EC51CED
Supply Chain Coordinator,Supply Chain Coordinator,Brilliant Financial Staffing - IL,"Wheeling, Cook County",54618.6,54618.6,Logistics & Warehouse Jobs,2025-09-18T23:24:34Z,https://www.adzuna.com/details/5406298966?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,AH Rocky Mountain,"Glendale, Denver",68679.96,68679.96,Logistics & Warehouse Jobs,2025-08-31T19:36:56Z,https://www.adzuna.com/details/5376844148?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,BrightSign,"San Jose, Santa Clara County",65000.0,70000.0,Logistics & Warehouse Jobs,2025-05-23T04:53:24Z,https://www.adzuna.com/details/5212084967?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Presbyterian Healthcare Services,"Albuquerque, Bernalillo County",43804.06,43804.06,Logistics & Warehouse Jobs,2025-09-18T15:16:08Z,https://www.adzuna.com/details/5405099584?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Presbyterian Healthcare Services,"Panorama Heights, Sandoval County",61321.56,61321.56,Logistics & Warehouse Jobs,2025-09-18T15:16:08Z,https://www.adzuna.com/details/5405099586?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,AdventHealth Medical Group West FL,"Temple Terrace, Hillsborough County",54728.66,54728.66,Healthcare & Nursing Jobs,2025-08-07T15:55:52Z,https://www.adzuna.com/details/5342278764?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,AdventHealth Colorado,"Denver, Colorado",44075.0,70512.0,Logistics & Warehouse Jobs,2025-08-30T08:04:53Z,https://www.adzuna.com/details/5375077653?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,AdventHealth,"Tampa, Hillsborough County",57309.77,57309.77,Logistics & Warehouse Jobs,2025-08-24T09:22:46Z,https://www.adzuna.com/details/5366567180?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,"Fluid Path Products, LLC","Middlesex, Middlesex County",63976.36,63976.36,Logistics & Warehouse Jobs,2025-09-20T23:28:54Z,https://www.adzuna.com/details/5409333862?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Creative Financial Staffing,"Worthington, Franklin County",29440.96,29440.96,Admin Jobs,2025-09-18T08:28:25Z,https://www.adzuna.com/details/5404772931?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Münzing North America,"Bloomfield, Essex County",75000.0,85000.0,Logistics & Warehouse Jobs,2025-09-01T20:07:02Z,https://www.adzuna.com/details/5378887514?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Foxconn Industrial Internet,"Sturtevant, Racine County",59709.92,59709.92,IT Jobs,2025-08-24T17:40:44Z,https://www.adzuna.com/details/5367000710?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Tasty Brands,"Syosset, Nassau County",65000.0,,Logistics & Warehouse Jobs,2025-09-07T16:52:23Z,https://www.adzuna.com/details/5388576235?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,LHH,"Raleigh Hills, Washington County",75895.59,75895.59,Logistics & Warehouse Jobs,2025-09-19T21:11:30Z,https://www.adzuna.com/details/5407938644?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,LHH,"Milwaukie, Clackamas County",76564.42,76564.42,Logistics & Warehouse Jobs,2025-09-19T21:15:43Z,https://www.adzuna.com/details/5407940700?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,LHH,"Maywood Park, Multnomah County",75658.27,75658.27,Logistics & Warehouse Jobs,2025-09-19T21:15:58Z,https://www.adzuna.com/details/5407940749?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Velofi,"Brunswick, Glynn County",60413.3,60413.3,Logistics & Warehouse Jobs,2025-08-14T17:37:37Z,https://www.adzuna.com/details/5352934597?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,LHH,"Beaverton, Gladwin County",77949.75,77949.75,Logistics & Warehouse Jobs,2025-09-19T20:57:13Z,https://www.adzuna.com/details/5407927431?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,LHH,US,77424.02,77424.02,Logistics & Warehouse Jobs,2025-09-19T21:00:27Z,https://www.adzuna.com/details/5407928943?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,LHH,"Portland, Traill County",77300.89,77300.89,Logistics & Warehouse Jobs,2025-09-19T21:16:01Z,https://www.adzuna.com/details/5407940760?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,LHH,"Portland, Fremont County",77909.32,77909.32,Logistics & Warehouse Jobs,2025-09-18T17:55:22Z,https://www.adzuna.com/details/5405262002?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,BASF,"Greenville, Darke County",68699.41,68699.41,Logistics & Warehouse Jobs,2025-09-06T17:18:51Z,https://www.adzuna.com/land/ad/5387266648?se=jiit666W8BGOXOqOgVlkcw&utm_medium=api&utm_source=866ee2f8&v=749310DCB2E04CFC818A28A160E28030F825F58C
Supply Chain Coordinator,Supply Chain Coordinator,Aston Carter,"Waukesha, Waukesha County",90163.67,90163.67,Accounting & Finance Jobs,2025-09-17T07:19:44Z,https://www.adzuna.com/details/5403025104?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Strategic HR Client,"Dayton, Montgomery County",48680.77,48680.77,Logistics & Warehouse Jobs,2025-09-04T20:15:15Z,https://www.adzuna.com/details/5384068823?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Building Composites,"Moraine, Montgomery County",51135.76,51135.76,Logistics & Warehouse Jobs,2025-09-03T11:44:35Z,https://www.adzuna.com/details/5381293505?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Imperial Dade,"Tyler Park, Hudson County",52409.75,52409.75,Logistics & Warehouse Jobs,2025-08-30T11:12:44Z,https://www.adzuna.com/details/5375151499?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,"JELD-WEN, Inc.","Grand Prairie, Jersey County",62304.93,62304.93,Admin Jobs,2025-08-29T08:09:59Z,https://www.adzuna.com/details/5373330991?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,ADT,"Miami, Miami-Dade County",37058.19,37058.19,Logistics & Warehouse Jobs,2025-09-19T16:55:35Z,https://www.adzuna.com/details/5407280106?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,ADT,"Augusta, Richmond County",51672.66,51672.66,Logistics & Warehouse Jobs,2025-09-11T19:03:17Z,https://www.adzuna.com/details/5395254282?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,ADT,"Springfield, Fairfax County",34075.36,34075.36,Logistics & Warehouse Jobs,2025-09-19T18:33:21Z,https://www.adzuna.com/details/5407358574?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Carbon Medical Technologies,"White Bear Lake, Ramsey County",48000.0,62000.0,Logistics & Warehouse Jobs,2025-08-23T18:58:49Z,https://www.adzuna.com/details/5366096392?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,NextPhase Medical Devices,"Pleasanton, Alameda County",55489.98,55489.98,Admin Jobs,2025-09-08T19:07:41Z,https://www.adzuna.com/details/5390060893?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,ADT,"Aurora, Arapahoe County",32947.0,54912.0,Logistics & Warehouse Jobs,2025-09-07T20:01:48Z,https://www.adzuna.com/details/5388902456?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Switch,"Las Vegas, Clark County",56829.68,56829.68,IT Jobs,2025-06-26T05:47:55Z,https://www.adzuna.com/details/5269164190?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Lister Fertility Clinic,"Portland, Fremont County",35166.72,35166.72,Healthcare & Nursing Jobs,2025-09-06T08:14:06Z,https://www.adzuna.com/details/5386691205?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,ADT,"Aurora, Aurora County",32947.0,54912.0,Logistics & Warehouse Jobs,2025-09-07T08:17:58Z,https://www.adzuna.com/details/5388204446?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Addtronics,"Deep River, Middlesex County",55473.79,55473.79,Logistics & Warehouse Jobs,2025-08-15T18:53:17Z,https://www.adzuna.com/details/5354699155?utm_medium=api&utm_source=866ee2f8
Supply Chain Coordinator,Supply Chain Coordinator,Knape and Vogt Manufacturing Company,"Grand Rapids, Kent County",84534.53,84534.53,Admin Jobs,2025-09-19T18:27:26Z,https://www.adzuna.com/details/5407343631?utm_medium=api&utm_source=866ee2f8
International Sales Support Specialist,International Sales Operations Specialist,Alarm.com,"Tysons, Fairfax County",74519.98,74519.98,Sales Jobs,2025-05-19T03:51:29Z,https://www.adzuna.com/details/5205813589?utm_medium=api&utm_source=866ee2f8
International Sales Support Specialist,Sales Support,KHA Koki Holdings America,"Braselton, Jackson County",56338.57,56338.57,Sales Jobs,2025-07-04T02:02:29Z,https://www.adzuna.com/details/5283489695?utm_medium=api&utm_source=866ee2f8
International Sales Support Specialist,Sales Support Specialist,Sinclair Systems International Llc,"Malaga, Fresno County",44990.0,54995.0,Sales Jobs,2025-09-08T18:36:30Z,https://www.adzuna.com/details/5390032589?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,"Global Operations - Assistant, Chief of Staff and Global Head of Real Estate & Facilities",Creative Artists Agency,"Los Angeles, Los Angeles County",49920.0,56160.0,Admin Jobs,2025-08-11T20:39:55Z,https://www.adzuna.com/details/5348529197?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Quality Control Manager,TA Resources LLC,"Round Lake, Lake County",71158.54,71158.54,Manufacturing Jobs,2025-08-08T17:29:32Z,https://www.adzuna.com/details/5344627786?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Operations Assistant/Analyst,TechTrex Inc./KioSoft Technologies LLC,"Boynton Beach, Palm Beach County",50000.0,60000.0,Admin Jobs,2025-08-16T20:23:00Z,https://www.adzuna.com/details/5356165023?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Operations Coordinator,TechTrex Inc./KioSoft Technologies LLC,"Boynton Beach, Palm Beach County",50000.0,60000.0,Admin Jobs,2025-09-05T20:17:48Z,https://www.adzuna.com/details/5385833436?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Operations Coordinator,TechTrex Inc./KioSoft Technologies LLC,"Lakesite, Hamilton County",50000.0,60000.0,Admin Jobs,2025-09-05T16:01:55Z,https://www.adzuna.com/details/5385160572?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Operations Assistant/Analyst,TechTrex Inc./KioSoft Technologies LLC,"Boynton Beach, Palm Beach County",100083.07,100083.07,Admin Jobs,2025-09-20T23:29:00Z,https://www.adzuna.com/details/5409334047?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Network Engineer,Eagle Eye Networks Inc,"Austin, Travis County",124074.29,124074.29,IT Jobs,2025-08-01T16:54:55Z,https://www.adzuna.com/details/5332885362?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Lead Trade Compliance Partner (1309),Hyundai Translead,"San Diego, San Diego County",98200.0,117800.0,Logistics & Warehouse Jobs,2025-09-06T07:51:57Z,https://www.adzuna.com/details/5386664985?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,International Trade Compliance Analyst I,New York USA,US,60000.0,65000.0,Scientific & QA Jobs,2025-09-14T16:58:03Z,https://www.adzuna.com/details/5399375103?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,International Trade Compliance Analyst I,Massachusetts USA,US,60000.0,65000.0,Scientific & QA Jobs,2025-09-14T17:06:08Z,https://www.adzuna.com/details/5399376505?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,International Trade Compliance Analyst I,California USA,"Lemoore, Kings County",60000.0,65000.0,Scientific & QA Jobs,2025-09-14T18:08:43Z,https://www.adzuna.com/details/5399604573?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,International Trade Compliance Analyst I,New Jersey USA,"Laurel Lake, Cumberland County",60000.0,65000.0,Scientific & QA Jobs,2025-09-14T18:07:34Z,https://www.adzuna.com/details/5399602336?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,International Trade Compliance Analyst I,New Hampshire USA,"Merrimack, Hillsborough County",86425.39,86425.39,Scientific & QA Jobs,2025-09-14T19:24:14Z,https://www.adzuna.com/details/5399717581?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,International Trade Compliance Analyst I,Virginia USA,"Bonsack, Roanoke",81698.12,81698.12,Scientific & QA Jobs,2025-09-14T18:40:29Z,https://www.adzuna.com/details/5399657782?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Global Seed Operations Senior Finance Analyst,Corteva Agriscience,"Wilmington, New Castle County",94364.1,94364.1,Accounting & Finance Jobs,2025-08-28T17:52:53Z,https://www.adzuna.com/land/ad/5372731993?se=oqvO7K6W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=6A324D735A0EEEC55D67F9ECF9A061F4AF4ADA5D
Global Operations Assistant,Global Seed Operations Senior Finance Analyst,Corteva Agriscience,"Des Moines, Polk County",93518.2,93518.2,Accounting & Finance Jobs,2025-08-29T10:02:15Z,https://www.adzuna.com/land/ad/5373529550?se=oqvO7K6W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=A1AB54EFB7E4B557C6C9CEF3F881CF028D6707CE
Global Operations Assistant,Global Seed Operations Senior Finance Analyst,Corteva Agriscience,"Uptown, Marion County",91038.33,91038.33,Accounting & Finance Jobs,2025-08-28T16:28:01Z,https://www.adzuna.com/land/ad/5372178947?se=oqvO7K6W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=2306E6A5ED13E4F02A2C59AF8F5DF2DCC01670AE
Global Operations Assistant,Network Engineer,Eagle Eye Networks,"West Lake Hills, Travis County",113604.69,113604.69,IT Jobs,2025-08-03T17:22:03Z,https://www.adzuna.com/details/5336532305?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Program Manager (Junior-Mid-Level),Fuel Consulting,"Herndon, Fairfax County",182748.6,182748.6,IT Jobs,2025-05-29T15:51:07Z,https://www.adzuna.com/details/5222418009?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Entry-Level Trade Operations Analyst (Remote),"Import Logistics, Inc","Detroit, Wayne County",162240.0,162240.0,Logistics & Warehouse Jobs,2025-09-09T02:02:22Z,https://www.adzuna.com/details/5390413959?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Global Program Delivery Director,CWT,US,111497.3,111497.3,Accounting & Finance Jobs,2024-08-04T05:42:25Z,https://www.adzuna.com/details/4809776702?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,International Trade Compliance Analyst I (New Hampshire),"CAMP Systems International, Inc.","Waynesfield, Auglaize County",51600.46,51600.46,Scientific & QA Jobs,2025-09-12T14:34:16Z,https://www.adzuna.com/details/5396150578?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Global Seed Operations Senior Finance Analyst,Corteva Agriscience,"Johnston, Providence County",90160.92,90160.92,Accounting & Finance Jobs,2025-08-29T19:24:49Z,https://www.adzuna.com/details/5374561369?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Sr. Site Reliability Engineer - Talent Day,Visa,"Austin, Travis County",93760.84,93760.84,IT Jobs,2025-09-03T23:29:59Z,https://www.adzuna.com/details/5382441894?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Planner (Leesburg),"ICON Consultants, LP","Leesburg, Loudoun County",87823.07,87823.07,IT Jobs,2025-09-13T09:32:19Z,https://www.adzuna.com/details/5397607720?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Help Desk Administrator,Mycronic USA,"Tewksbury, Middlesex County",70893.76,70893.76,IT Jobs,2025-08-13T21:21:00Z,https://www.adzuna.com/details/5351743097?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Aerospace Response Center Watch Officer,GE Aerospace,"Sharonville, Hamilton County",67340.78,67340.78,Engineering Jobs,2025-09-16T18:23:33Z,https://www.adzuna.com/land/ad/5401909783?se=oqvO7K6W8BGdQKu1GYO5Fg&utm_medium=api&utm_source=866ee2f8&v=6B5E72DCD27409E82F1EC21AD8DF1E5A29154CD6
Global Operations Assistant,Senior Specialty Trainer - GIS,Rmgs Inc,US,97385.35,97385.35,IT Jobs,2025-06-27T06:39:15Z,https://www.adzuna.com/details/5271383307?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Senior Specialty Trainer - ECM,Rmgs Inc,US,93648.15,93648.15,IT Jobs,2025-06-25T04:31:18Z,https://www.adzuna.com/details/5267005566?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Senior Program Manager - Global PMO Operations,KBI Biopharma,US,118000.0,162800.0,IT Jobs,2025-03-27T23:49:28Z,https://www.adzuna.com/details/5114930739?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Specialty Trainer,Rmgs Inc,US,79689.76,79689.76,Healthcare & Nursing Jobs,2025-06-27T05:17:29Z,https://www.adzuna.com/details/5271129432?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Senior Specialty Trainer - Medical,Rmgs Inc,US,83894.28,83894.28,Healthcare & Nursing Jobs,2025-06-26T06:22:05Z,https://www.adzuna.com/details/5269309520?utm_medium=api&utm_source=866ee2f8
Global Operations Assistant,Cloud Services Database Specialist,CENTRIC SOFTWARE INC,US,143328.75,143328.75,IT Jobs,2025-09-08T18:33:31Z,https://www.adzuna.com/details/5390030343?utm_medium=api&utm_source=866ee2f8
